drug_id,reference_id,note,created_at,updated_at
RDC02627,RE01309,,,
RDC02610,RE01310,,,
RDC02628,RE01311,,,
RDC02610,RE01312,,,
RDC02632,RE01313,,,
RDC02631,RE01313,,,
RDC02634,RE01313,,,
RDC02631,RE01314,,,
RDC02632,RE01314,,,
RDC02635,RE01315,,,
RDC02636,RE01316,,,
RDC02637,RE01317,,,
RDC02638,RE01318,,,
RDC02639,RE01318,,,
RDC02640,RE01319,,,
RDC02641,RE01319,,,
RDC02642,RE01319,,,
RDC02643,RE01319,,,
RDC02644,RE01320,,,
RDC02646,RE01321,,,
RDC02647,RE01321,,,
RDC02648,RE01322,,,
RDC02649,RE01322,,,
RDC02645,RE01323,,,
RDC02651,RE01324,,,
RDC02652,RE01324,,,
RDC02653,RE01324,,,
RDC02654,RE01324,,,
RDC02655,RE01324,,,
RDC02656,RE01324,,,
RDC02657,RE01325,,,
RDC02645,RE01326,,,
RDC02645,RE01327,,,
RDC02644,RE01327,,,
RDC02659,RE01328,,,
RDC02660,RE01329,,,
RDC02661,RE01330,,,
RDC02645,RE01331,,,
RDC02662,RE01332,,,
RDC02663,RE01332,,,
RDC02668,RE01333,,,
RDC02669,RE01333,,,
RDC02670,RE01333,,,
RDC02671,RE01334,,,
RDC02672,RE01334,,,
RDC02673,RE01335,,,
RDC02674,RE01335,,,
RDC02675,RE01335,,,
RDC02676,RE01335,,,
RDC02673,RE01335,,,
RDC02678,RE01336,,,
RDC02679,RE01336,,,
RDC02680,RE01337,,,
RDC02681,RE01338,,,
RDC02637,RE01339,,,
RDC02682,RE01340,,,
RDC02644,RE01341,,,
RDC02644,RE01342,,,
RDC02641,RE01343,,,
RDC02685,RE01344,,,
RDC02672,RE01345,,,
RDC02687,RE01346,,,
RDC02688,RE01347,,,
RDC02689,RE01348,,,
RDC02690,RE01349,,,
RDC02690,RE01350,,,
RDC02637,RE01351,,,
RDC02693,RE01352,,,
RDC02694,RE01352,,,
RDC02695,RE01353,,,
RDC02696,RE01354,,,
RDC02697,RE01355,,,
RDC02698,RE01356,,,
RDC02700,RE01357,,,
RDC02701,RE01358,,,
RDC02700,RE01359,,,
RDC02685,RE01360,,,
RDC02710,RE01361,,,
RDC02682,RE01362,,,
RDC02630,RE01363,,,
RDC02711,RE01364,,,
RDC02712,RE01365,,,
RDC02713,RE01365,,,
RDC02714,RE01365,,,
RDC02715,RE01365,,,
RDC01375,RE01486,,,
RDC01375,RE01487,,,
RDC00707,RE01488,,,
RDC02853,RE01489,,,
RDC00667,RE01490,,,
RDC00673,RE01491,,,
RDC00707,RE01492,,,
RDC02853,RE01493,,,
RDC01375,RE01495,,,
RDC01568,RE01496,,,
RDC01568,RE01497,,,
RDC02735,RE01498,,,
RDC02860,RE01499,,,
RDC02859,RE01500,,,
RDC02857,RE01501,,,
RDC02856,RE01501,,,
RDC02854,RE01502,,,
RDC02853,RE01503,,,
RDC02849,RE01504,,,
RDC02839,RE01505,,,
RDC02840,RE01506,,,
RDC02841,RE01507,,,
RDC02842,RE01507,,,
RDC02828,RE01508,,,
RDC02725,RE01509,,,
RDC02729,RE01510,,,
RDC02732,RE01511,,,
RDC02734,RE01512,,,
RDC02736,RE01514,,,
RDC02747,RE01515,,,
RDC02752,RE01516,,,
RDC02761,RE01517,,,
RDC02763,RE01518,,,
RDC02770,RE01519,,,
RDC02780,RE01520,,,
RDC02785,RE01521,,,
RDC02786,RE01521,,,
RDC02787,RE01522,,,
RDC02789,RE01523,,,
RDC02790,RE01524,,,
RDC02792,RE01525,,,
RDC02729,RE01526,,,
RDC02702,RE01513,,,
RDC02703,RE01514,,,
RDC00653,RE01527,,,
RDC00712,RE01528,,,
RDC01237,RE00137,,,
RDC01237,RE00138,,,
RDC01237,RE00139,,,
RDC01237,RE00150,,,
RDC01237,RE00159,,,
RDC01237,RE00166,,,
RDC01237,RE00168,,,
RDC01237,RE00169,,,
RDC01237,RE00170,,,
RDC01237,RE00177,,,
RDC01237,RE00186,,,
RDC01237,RE00187,,,
RDC01237,RE00188,,,
RDC01237,RE00189,,,
RDC01237,RE00190,,,
RDC01237,RE00191,,,
RDC01237,RE00196,,,
RDC01237,RE00198,,,
RDC01237,RE00201,,,
RDC01237,RE00202,,,
RDC01237,RE00217,,,
RDC01237,RE00220,,,
RDC01237,RE00266,,,
RDC01237,RE00571,,,
RDC01237,RE01366,,,
RDC01237,RE01381,,,
RDC01237,RE01391,,,
RDC01237,RE01392,,,
RDC01237,RE01393,,,
RDC01237,RE01395,,,
RDC01237,RE01398,,,
RDC01237,RE01399,,,
RDC01237,RE01410,,,
RDC01237,RE01416,,,
RDC01237,RE01420,,,
RDC01237,RE01426,,,
RDC01237,RE01428,,,
RDC01237,RE01430,,,
RDC01237,RE01434,,,
RDC01237,RE01436,,,
RDC01258,RE01437,,,
RDC00003,RE01441,,,
RDC00004,RE01442,,,
RDC00005,RE01445,,,
RDC00005,RE01464,,,
RDC00005,RE01476,,,
RDC00005,RE01529,,,
RDC00005,RE01530,,,
RDC00005,RE01531,,,
RDC00005,RE01532,,,
RDC00005,RE01533,,,
RDC00005,RE01534,,,
RDC00009,RE01535,,,
RDC02725,RE01536,,,
RDC02725,RE01537,,,
RDC02734,RE01538,,,
RDC02734,RE01539,,,
RDC02734,RE01540,,,
RDC01375,RE01541,,,
RDC01375,RE01542,,,
RDC01375,RE01543,,,
RDC01375,RE01544,,,
RDC00019,RE01545,,,
RDC00019,RE01546,,,
RDC01478,RE01547,,,
RDC00023,RE01548,,,
RDC00023,RE01549,,,
RDC01258,RE01550,,,
RDC01258,RE01551,,,
RDC01258,RE01552,,,
RDC01258,RE01553,,,
RDC01258,RE01554,,,
RDC01258,RE01555,,,
RDC01258,RE01556,,,
RDC01258,RE01557,,,
RDC01258,RE01558,,,
RDC01258,RE01559,,,
RDC01258,RE01560,,,
RDC01258,RE01561,,,
RDC01258,RE01562,,,
RDC01258,RE01563,,,
RDC01258,RE01564,,,
RDC01258,RE01565,,,
RDC01258,RE01566,,,
RDC01258,RE01567,,,
RDC01258,RE01568,,,
RDC01258,RE01569,,,
RDC01258,RE01570,,,
RDC01258,RE01571,,,
RDC01258,RE01572,,,
RDC01258,RE01573,,,
RDC01258,RE01574,,,
RDC01258,RE01575,,,
RDC01258,RE01576,,,
RDC01258,RE01577,,,
RDC00007,RE01578,,,
RDC00007,RE01579,,,
RDC00009,RE01580,,,
RDC00009,RE01581,,,
RDC00010,RE01582,,,
RDC00010,RE01583,,,
RDC00010,RE01584,,,
RDC00010,RE01585,,,
RDC00011,RE01586,,,
RDC02074,RE01587,,,
RDC02074,RE01588,,,
,,,,
RDC01237,RE00137,,,
RDC01237,RE00138,,,
RDC01237,RE00139,,,
RDC01237,RE00150,,,
RDC01237,RE00159,,,
RDC01237,RE00166,,,
RDC01237,RE00168,,,
RDC01237,RE00169,,,
RDC01237,RE00170,,,
RDC01237,RE00177,,,
RDC01237,RE00186,,,
RDC01237,RE00187,,,
RDC01237,RE00188,,,
RDC01237,RE00189,,,
RDC01237,RE00190,,,
RDC01237,RE00191,,,
RDC01237,RE00196,,,
RDC01237,RE00198,,,
RDC01237,RE00201,,,
RDC01237,RE00202,,,
RDC01237,RE00217,,,
RDC01237,RE00220,,,
RDC01237,RE00266,,,
RDC01237,RE00571,,,
RDC01237,RE01366,,,
RDC01237,RE01381,,,
RDC01237,RE01391,,,
RDC01237,RE01392,,,
RDC01237,RE01393,,,
RDC01237,RE01395,,,
RDC01237,RE01398,,,
RDC01237,RE01399,,,
RDC01237,RE01410,,,
RDC01237,RE01416,,,
RDC01237,RE01420,,,
RDC01237,RE01426,,,
RDC01237,RE01428,,,
RDC01237,RE01430,,,
RDC01237,RE01434,,,
RDC01237,RE01436,,,
RDC01258,RE01437,,,
RDC00003,RE01441,,,
RDC00004,RE01442,,,
RDC00005,RE01445,,,
RDC00005,RE01464,,,
RDC00005,RE01476,,,
RDC00005,RE01529,,,
RDC00005,RE01530,,,
RDC00005,RE01531,,,
RDC00005,RE01532,,,
RDC00005,RE01533,,,
RDC00005,RE01534,,,
RDC00009,RE01535,,,
RDC02725,RE01536,,,
RDC02725,RE01537,,,
RDC02734,RE01538,,,
RDC02734,RE01539,,,
RDC02734,RE01540,,,
RDC01375,RE01541,,,
RDC01375,RE01542,,,
RDC01375,RE01543,,,
RDC01375,RE01544,,,
RDC00019,RE01545,,,
RDC00019,RE01546,,,
RDC01478,RE01547,,,
RDC00023,RE01548,,,
RDC00023,RE01549,,,
RDC01258,RE01550,,,
RDC01258,RE01551,,,
RDC01258,RE01552,,,
RDC01258,RE01553,,,
RDC01258,RE01554,,,
RDC01258,RE01555,,,
RDC01258,RE01556,,,
RDC01258,RE01557,,,
RDC01258,RE01558,,,
RDC01258,RE01559,,,
RDC01258,RE01560,,,
RDC01258,RE01561,,,
RDC01258,RE01562,,,
RDC01258,RE01563,,,
RDC01258,RE01564,,,
RDC01258,RE01565,,,
RDC01258,RE01566,,,
RDC01258,RE01567,,,
RDC01258,RE01568,,,
RDC01258,RE01569,,,
RDC01258,RE01570,,,
RDC01258,RE01571,,,
RDC01258,RE01572,,,
RDC01258,RE01573,,,
RDC01258,RE01574,,,
RDC01258,RE01575,,,
RDC01258,RE01576,,,
RDC01258,RE01577,,,
RDC00007,RE01578,,,
RDC00007,RE01579,,,
RDC00009,RE01580,,,
RDC00009,RE01581,,,
RDC00010,RE01582,,,
RDC00010,RE01583,,,
RDC00010,RE01584,,,
RDC00010,RE01585,,,
RDC00011,RE01586,,,
RDC02074,RE01587,,,
RDC02074,RE01588,,,
RDC00010,RE01589,,,
RDC00010,RE01590,,,
RDC00014,RE01591,,,
RDC00712,RE01528,,,
RDC00470,RE00302,,,
RDC00471,RE00302,,,
RDC00472,RE00302,,,
RDC00473,RE00302,,,
RDC00474,RE00302,,,
RDC00475,RE00302,,,
RDC00476,RE00302,,,
RDC01386,RE01595,,,
RDC02091,RE01596,,,
RDC02262,RE01597,,,
RDC02262,RE01598,,,
RDC00618,RE01599,,,
