drug_id,target_id,evidence,created_at,updated_at
RDC00099,TAR0003,,,
RDC00872,TAR0003,,,
RDC00873,TAR0003,,,
RDC00874,TAR0003,,,
RDC00875,TAR0003,,,
RDC00876,TAR0003,,,
RDC00877,TAR0003,,,
RDC00878,TAR0003,,,
RDC00879,TAR0003,,,
RDC00880,TAR0003,,,
RDC00881,TAR0003,,,
RDC00882,TAR0003,,,
RDC00883,TAR0003,,,
RDC00884,TAR0003,,,
RDC00885,TAR0003,,,
RDC00886,TAR0001,,,
RDC00886,TAR0003,,,
RDC00887,TAR0003,,,
RDC00888,TAR0003,,,
RDC00889,TAR0003,,,
RDC00890,TAR0003,,,
RDC00891,TAR0003,,,
RDC00892,TAR0003,,,
RDC00893,TAR0003,,,
RDC00894,TAR0003,,,
RDC00895,TAR0024,,,
RDC00896,TAR0024,,,
RDC00897,TAR0076,,,
RDC00898,TAR0077,,,
RDC00899,TAR0077,,,
RDC00900,TAR0077,,,
RDC00901,TAR0077,,,
RDC00902,TAR0077,,,
RDC00903,TAR0046,,,
RDC00904,TAR0001,,,
RDC00905,TAR0001,,,
RDC00906,TAR0001,,,
RDC00908,TAR0078,,,
RDC00909,TAR0079,,,
RDC00910,TAR0001,,,
RDC00911,TAR0028,,,
RDC00912,TAR0028,,,
RDC00913,TAR0028,,,
RDC00914,TAR0001,,,
RDC00915,TAR0001,,,
RDC00916,TAR0016,,,
RDC00917,TAR0016,,,
RDC00918,TAR0046,,,
RDC00919,TAR0046,,,
RDC00925,TAR0020,,,
RDC00927,TAR0004,,,
RDC00928,TAR0007,,,
RDC00929,TAR0007,,,
RDC00934,TAR0085,,,
RDC00935,TAR0086,,,
RDC00936,TAR0087,,,
RDC00937,TAR0087,,,
RDC00938,TAR0013,,,
RDC00941,TAR0069,,,
RDC00942,TAR0005,,,
RDC00943,TAR0102,,,
RDC00944,TAR0103,,,
RDC00945,TAR0103,,,
RDC00946,TAR0104,,,
RDC00947,TAR0105,,,
RDC00948,TAR0029,,,
RDC00949,TAR0029,,,
RDC00950,TAR0029,,,
RDC00951,TAR0005,,,
RDC00952,TAR0003,,,
RDC00953,TAR0003,,,
RDC00954,TAR0003,,,
RDC00955,TAR0003,,,
RDC00956,TAR0003,,,
RDC00957,TAR0003,,,
RDC00958,TAR0003,,,
RDC00959,TAR0003,,,
RDC00960,TAR0003,,,
RDC00961,TAR0101,,,
RDC00962,TAR0101,,,
RDC00963,TAR0099,,,
RDC00964,TAR0099,,,
RDC00965,TAR0099,,,
RDC00966,TAR0099,,,
RDC00967,TAR0099,,,
RDC00969,TAR0068,,,
RDC00970,TAR0068,,,
RDC00971,TAR0068,,,
RDC00972,TAR0068,,,
RDC00973,TAR0021,,,
RDC00976,TAR0097,,,
RDC00977,TAR0005,,,
RDC00978,TAR0096,,,
RDC00980,TAR0017,,,
RDC00981,TAR0017,,,
RDC00984,TAR0005,,,
RDC00986,TAR0006,,,
RDC00988,TAR0093,,,
RDC00989,TAR0093,,,
RDC00990,TAR0101,,,
RDC00991,TAR0101,,,
RDC00992,TAR0101,,,
RDC00993,TAR0001,,,
RDC00993,TAR0030,,,
RDC00995,TAR0057,,,
RDC00998,TAR0089,,,
RDC00999,TAR0013,,,
RDC01014,TAR0003,,,
RDC01031,TAR0026,,,
RDC02554,TAR0026,,,
RDC02559,TAR0001,,,
RDC01040,TAR0026,,,
RDC01082,TAR0018,,,
RDC01084,TAR0024,,,
RDC01088,TAR0028,,,
RDC00479,TAR0046,,,
RDC01150,TAR0001,,,
RDC01177,TAR0001,,,
RDC02720,TAR0005,,,
RDC02721,TAR0016,,,
RDC02722,TAR0089,,,
RDC02723,TAR0136,,,
RDC02724,TAR0064,,,
RDC02725,TAR0001,,,
RDC02727,TAR0050,,,
RDC02728,TAR0001,,,
RDC02729,TAR0007,,,
RDC02730,TAR0091,,,
RDC02731,TAR0129,,,
RDC02732,TAR0129,,,
RDC02733,TAR0050,,,
RDC02734,TAR0001,,,
RDC02735,TAR0043,,,
RDC02736,TAR0018,,,
RDC02738,TAR0002,,,
RDC02739,TAR0130,,,
RDC02740,TAR0001,,,
RDC02741,TAR0001,,,
RDC02742,TAR0002,,,
RDC02743,TAR0002,,,
RDC02744,TAR0030,,,
RDC02745,TAR0003,,,
RDC02747,TAR0131,,,
RDC02748,TAR0132,,,
RDC02749,TAR0003,,,
RDC02750,TAR0003,,,
RDC02751,TAR0016,,,
RDC02752,TAR0011,,,
RDC02753,TAR0121,,,
RDC02754,TAR0002,,,
RDC02755,TAR0016,,,
RDC02756,TAR0002,,,
RDC02757,TAR0024,,,
RDC02758,TAR0024,,,
RDC02759,TAR0134,,,
RDC02760,TAR0134,,,
RDC02762,TAR0127,,,
RDC02763,TAR0127,,,
RDC02764,TAR0001,,,
RDC02765,TAR0001,,,
RDC02766,TAR0001,,,
RDC02767,TAR0003,,,
RDC02768,TAR0001,,,
RDC02769,TAR0024,,,
RDC02770,TAR0131,,,
RDC02771,TAR0021,,,
RDC02772,TAR0004,,,
RDC02773,TAR0089,,,
RDC02774,TAR0003,,,
RDC02775,TAR0003,,,
RDC02776,TAR0003,,,
RDC02777,TAR0003,,,
RDC02778,TAR0018,,,
RDC02779,TAR0018,,,
RDC02780,TAR0018,,,
RDC02781,TAR0135,,,
RDC02782,TAR0135,,,
RDC02783,TAR0007,,,
RDC02784,TAR0007,,,
RDC02785,TAR0001,,,
RDC02786,TAR0001,,,
RDC02787,TAR0003,,,
RDC02788,TAR0003,,,
RDC02789,TAR0007,,,
RDC02790,TAR0127,,,
RDC02791,TAR0028,,,
RDC02792,TAR0028,,,
RDC02793,TAR0001,,,
RDC02794,TAR0001,,,
RDC02795,TAR0001,,,
RDC02796,TAR0001,,,
RDC02797,TAR0127,,,
RDC02798,TAR0127,,,
RDC02799,TAR0127,,,
RDC02800,TAR0127,,,
RDC02802,TAR0003,,,
RDC02803,TAR0003,,,
RDC02817,TAR0002,,,
RDC02818,TAR0001,,,
RDC02819,TAR0001,,,
RDC02820,TAR0002,,,
RDC02821,TAR0003,,,
RDC02822,TAR0003,,,
RDC02824,TAR0001,,,
RDC02825,TAR0001,,,
RDC02826,TAR0002,,,
RDC02828,TAR0028,,,
RDC02829,TAR0028,,,
RDC02830,TAR0028,,,
RDC02834,TAR0127,,,
RDC02835,TAR0127,,,
RDC02836,TAR0005,,,
RDC02837,TAR0016,,,
RDC02838,TAR0016,,,
RDC02841,TAR0001,,,
RDC02842,TAR0001,,,
RDC02843,TAR0001,,,
RDC02844,TAR0001,,,
RDC02845,TAR0003,,,
RDC02846,TAR0004,,,
RDC02849,TAR0001,,,
RDC02850,TAR0001,,,
RDC02851,TAR0001,,,
RDC02852,TAR0001,,,
RDC02853,TAR0001,,,
RDC02854,TAR0001,,,
RDC02855,TAR0001,,,
RDC02856,TAR0001,,,
RDC02857,TAR0001,,,
RDC02859,TAR0001,,,
RDC02860,TAR0001,,,
RDC02702,TAR0127,,,
RDC02703,TAR0127,,,
RDC00007,TAR0001,,,
RDC00008,TAR0001,,,
RDC00009,TAR0001,,,
RDC00010,TAR0001,,,
RDC00014,TAR0001,,,
RDC00015,TAR0001,,,
RDC00019,TAR0001,,,
RDC00020,TAR0001,,,
RDC00023,TAR0001,,,
